dba,store_number,store_type,store_sub_type,store_name,address,address_line_2,city,region,state,zip_code,county,country,country_code,phone_number,fax_number,store_hours,cvs_pharmacy,cvs_pharmacy_phone_number,cvs_pharmacy_fax_number,cvs_pharmacy_hours,optical_phone_number,optical_hours,clinic_phone_number,clinic_hours,clinic,mobile_kiosk,mobile_kiosk_hours,fresh_grocery,starbucks,ulta_at_target,drive_up,store_pickup,open_date,grand_open_date,latitude,longitude,geo_accuracy
Target,807,Store,General Merch,Oshkosh,1900 S Koeller St,,Oshkosh,Wisconsin,WI,54902,Winnebago County,United States,US,(920) 426-5003,(920) 252-8326,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(920) 233-4287,(920) 252-8327,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,,Fresh Grocery,Starbucks,,Drive Up,Store Pickup,7/22/1992,7/26/1992,43.9987824302774,-88.57811097116394,AGGDATA_VERIFIED: ROOFTOP
Target,1774,Store,SuperTarget,Eau Claire,3649 S Hastings Way,,Eau Claire,Wisconsin,WI,54701,Eau Claire County,United States,US,(715) 838-0196,(715) 737-9465,"Wednesday:07:00:00-22:00:00,thursday:07:00:00-22:00:00,friday:07:00:00-22:00:00,saturday:07:00:00-22:00:00,sunday:07:00:00-22:00:00,monday:07:00:00-22:00:00,tuesday:07:00:00-22:00:00,",CVS pharmacy,(715) 838-0447,(715) 737-9466,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",(715) 838-0462,"Wednesday:09:00:00-19:00:00,Thursday:09:00:00-19:00:00,Friday:09:00:00-19:00:00,Saturday:09:00:00-18:00:00,Monday:09:00:00-19:00:00,Tuesday:09:00:00-19:00:00,",,,,,"Wednesday:10:00:00-19:00:00,Thursday:10:00:00-19:00:00,Friday:10:00:00-20:00:00,Saturday:10:00:00-20:00:00,Sunday:10:00:00-19:00:00,Monday:10:00:00-19:00:00,Tuesday:10:00:00-19:00:00,",,Starbucks,,Drive Up,Store Pickup,10/4/2000,10/8/2000,44.78132201026933,-91.43360393867512,AGGDATA_VERIFIED: ROOFTOP
Target,620,Store,General Merch,Lacrosse,9400 State Road 16,,Onalaska,Wisconsin,WI,54650,La Crosse County,United States,US,(608) 781-8050,(608) 406-3495,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(608) 779-5780,(608) 783-0267,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,,Fresh Grocery,Starbucks,,Drive Up,Store Pickup,2/21/1990,2/25/1990,43.87367341268225,-91.19348058477046,AGGDATA_VERIFIED: ROOFTOP
Target,806,Store,General Merch,Stevens Point,5300 Us Highway 10 E,,Stevens Point,Wisconsin,WI,54482,Portage County,United States,US,(715) 341-8790,(715) 204-3359,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",,,,,,,,,,,,,,,Drive Up,Store Pickup,7/22/1992,7/26/1992,44.52491999262742,-89.52307306230068,AGGDATA_VERIFIED: ROOFTOP
Target,364,Store,General Merch,Wausau,2707 Schofield Ave,,Schofield,Wisconsin,WI,54476,Marathon County,United States,US,(715) 355-4494,(715) 301-9753,"Wednesday:07:00:00-22:00:00,thursday:07:00:00-22:00:00,friday:07:00:00-22:00:00,saturday:07:00:00-22:00:00,sunday:07:00:00-22:00:00,monday:07:00:00-22:00:00,tuesday:07:00:00-22:00:00,",CVS pharmacy,(715) 355-1359,(715) 301-9754,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:09:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,,Fresh Grocery,Starbucks,,Drive Up,Store Pickup,2/15/1989,2/19/1989,44.906167281137535,-89.59178897738866,AGGDATA_VERIFIED: ROOFTOP
Target,805,Store,General Merch,Marshfield,1708 N Central Ave,,Marshfield,Wisconsin,WI,54449,Wood County,United States,US,(715) 389-2020,(715) 389-2020,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",,,,,,,,,,,,,Starbucks,,Drive Up,Store Pickup,7/22/1992,7/26/1992,44.684438992413554,-90.16361287237032,AGGDATA_VERIFIED: ROOFTOP
Target,1483,Store,General Merch,Bellevue,2050 Lime Kiln Rd,,Green Bay,Wisconsin,WI,54311,Brown County,United States,US,(920) 406-0755,(920) 593-9535,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(920) 406-9049,(920) 593-9536,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,10/9/2002,10/13/2002,44.46584180714498,-87.98626402392985,AGGDATA_VERIFIED: ROOFTOP
Target,1247,Store,General Merch,Green Bay West,1001 Cormier Rd,,Green Bay,Wisconsin,WI,54304,Brown County,United States,US,(920) 499-0494,(920) 593-9511,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(920) 499-2608,(920) 593-9512,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",(920) 499-5873,"Wednesday:09:00:00-19:00:00,Thursday:09:00:00-19:00:00,Friday:09:00:00-19:00:00,Saturday:09:00:00-18:00:00,Monday:09:00:00-19:00:00,Tuesday:09:00:00-19:00:00,",,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,7/25/2001,7/29/2001,44.490623853262136,-88.0713731981814,AGGDATA_VERIFIED: ROOFTOP
Target,1246,Store,General Merch,Sturgeon Bay,410 S Ashland Ave,,Sturgeon Bay,Wisconsin,WI,54235,Door County,United States,US,(920) 743-5775,(920) 695-3041,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",,,,,,,,,,,,,Starbucks,,Drive Up,Store Pickup,7/25/2001,7/29/2001,44.82388108827664,-87.40287601947786,AGGDATA_VERIFIED: ROOFTOP
Target,1235,Store,General Merch,Hudson,2401 Coulee Rd,,Hudson,Wisconsin,WI,54016,St Croix County,United States,US,(715) 381-0469,(715) 690-3225,"Wednesday:07:00:00-22:00:00,thursday:07:00:00-22:00:00,friday:07:00:00-22:00:00,saturday:07:00:00-22:00:00,sunday:07:00:00-22:00:00,monday:07:00:00-22:00:00,tuesday:07:00:00-22:00:00,",CVS pharmacy,(715) 381-3603,(715) 690-3226,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:09:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,10/6/1999,10/10/1999,44.96604885754431,-92.72289356589114,AGGDATA_VERIFIED: ROOFTOP
Target,2106,Store,SuperTarget,Fitchburg,6321 Mckee Rd,,Fitchburg,Wisconsin,WI,53719,Dane County,United States,US,(608) 819-1522,(608) 819-1532,"Wednesday:07:00:00-22:00:00,thursday:07:00:00-22:00:00,friday:07:00:00-22:00:00,saturday:07:00:00-22:00:00,sunday:07:00:00-22:00:00,monday:07:00:00-22:00:00,tuesday:07:00:00-22:00:00,",CVS pharmacy,(608) 819-1523,(608) 819-1533,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",(608) 274-6747,"Wednesday:09:00:00-19:00:00,Thursday:09:00:00-19:00:00,Friday:09:00:00-19:00:00,Saturday:09:00:00-18:00:00,Sunday:12:00:00-16:00:00,Monday:09:00:00-19:00:00,Tuesday:09:00:00-19:00:00,",,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,7/25/2007,7/29/2007,43.01337577383537,-89.48224615305664,AGGDATA_VERIFIED: ROOFTOP
Target,1060,Store,General Merch,Madison West,201 Junction Rd,,Madison,Wisconsin,WI,53717,Dane County,United States,US,(608) 827-8800,,"Wednesday:07:00:00-22:00:00,thursday:07:00:00-22:00:00,friday:07:00:00-22:00:00,saturday:07:00:00-22:00:00,sunday:07:00:00-22:00:00,monday:07:00:00-22:00:00,tuesday:07:00:00-22:00:00,",CVS pharmacy,(608) 827-9483,(608) 827-9483,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",(608) 827-0088,"Wednesday:09:00:00-19:00:00,Thursday:09:00:00-19:00:00,Friday:09:00:00-19:00:00,Saturday:09:00:00-18:00:00,Monday:09:00:00-19:00:00,Tuesday:09:00:00-19:00:00,",,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,3/5/1997,3/9/1997,43.06239824624537,-89.5244959741831,AGGDATA_VERIFIED: ROOFTOP
Target,2765,Store,General Merch,Madison Hilldale,750 Hilldale Way,,Madison,Wisconsin,WI,53705,Dane County,United States,US,(608) 807-3978,(608) 807-3988,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(608) 807-3979,(608) 807-3989,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",(608) 298-6001,"Wednesday:09:00:00-19:00:00,Thursday:09:00:00-19:00:00,Friday:09:00:00-19:00:00,Saturday:09:00:00-18:00:00,Sunday:12:00:00-16:00:00,Monday:09:00:00-19:00:00,Tuesday:09:00:00-19:00:00,",,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,3/2/2011,3/6/2011,43.074703736530374,-89.45447623729707,AGGDATA_VERIFIED: ROOFTOP
Target,1069,Store,General Merch,Madison East,4301 Lien Rd,,Madison,Wisconsin,WI,53704,Dane County,United States,US,(608) 244-4527,(608) 327-5670,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(608) 819-1911,(608) 327-5671,"Wednesday:10:00:00-13:30:00,Thursday:10:00:00-13:30:00,Friday:10:00:00-13:30:00,Saturday:11:00:00-13:30:00,Sunday:12:00:00-13:30:00,Monday:10:00:00-13:30:00,Tuesday:10:00:00-13:30:00,",(608) 327-5382,"Wednesday:09:00:00-19:00:00,Thursday:09:00:00-19:00:00,Friday:09:00:00-19:00:00,Saturday:09:00:00-18:00:00,Sunday:12:00:00-16:00:00,Monday:09:00:00-19:00:00,Tuesday:09:00:00-19:00:00,",,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,7/23/1997,7/27/1997,43.1188624,-89.30653269999999,AGGDATA_VERIFIED: ROOFTOP
Target,3405,Store,Small Format,Madison State Street,610 State St,,Madison,Wisconsin,WI,53703,Dane,United States,US,(608) 722-4849,(608) 722-4850,"Wednesday:07:00:00-22:00:00,thursday:07:00:00-22:00:00,friday:07:00:00-22:00:00,saturday:08:00:00-22:00:00,monday:07:00:00-22:00:00,tuesday:07:00:00-22:00:00,",,,,,,,,,,,,Fresh Grocery,,,,Store Pickup,10/20/2021,10/24/2021,43.0751438,-89.39604969999999,AGGDATA_VERIFIED: ROOFTOP
Target,2491,Store,General Merch,Sun Prairie,660 S Grand Ave,,Sun Prairie,Wisconsin,WI,53590,Dane County,United States,US,(608) 834-5600,(608) 834-5610,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(608) 834-5601,(608) 834-5611,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,3/4/2009,3/8/2009,43.1710777564519,-89.26812557503585,AGGDATA_VERIFIED: ROOFTOP
Target,809,Store,General Merch,Janesville,2017 Humes Rd,,Janesville,Wisconsin,WI,53545,Rock County,United States,US,(608) 754-8331,(608) 302-4350,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(608) 757-0834,(608) 302-4351,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,7/22/1992,7/26/1992,42.72247769187612,-88.99859280737498,AGGDATA_VERIFIED: ROOFTOP
Target,152,Store,General Merch,Racine,5300 Durand Ave,,Racine,Wisconsin,WI,53406,Racine County,United States,US,(262) 554-6998,(262) 417-1608,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",,,,,,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",,,,Drive Up,Store Pickup,7/22/1981,7/26/1981,42.69907216992496,-87.8431348130107,AGGDATA_VERIFIED: ROOFTOP
Target,2199,Store,General Merch,West Allis,2600 S 108th St,,West Allis,Wisconsin,WI,53227,Milwaukee County,United States,US,(414) 545-8000,(414) 203-4322,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(414) 545-0385,(414) 203-4323,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,10/4/2006,10/8/2006,42.99711635277099,-88.04553785615444,AGGDATA_VERIFIED: ROOFTOP
Target,2586,Store,General Merch,Wauwatosa,3900 N 124th St,,Wauwatosa,Wisconsin,WI,53222,Milwaukee County,United States,US,(414) 847-1100,(414) 847-1110,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(414) 847-1101,(414) 847-1111,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",(414) 847-1112,"Wednesday:09:00:00-19:00:00,Thursday:09:00:00-19:00:00,Friday:09:00:00-19:00:00,Saturday:09:00:00-18:00:00,Monday:09:00:00-19:00:00,Tuesday:09:00:00-19:00:00,",,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,10/7/2009,10/11/2009,43.08778588930949,-88.06356444954874,AGGDATA_VERIFIED: ROOFTOP
Target,2877,Store,General Merch,Glendale North Shore,5701 N Lydell Ave,,Glendale,Wisconsin,WI,53217,Milwaukee,United States,US,(414) 516-1236,(414) 516-1237,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(414) 290-1973,(414) 280-2297,"Wednesday:10:00:00-13:30:00,Thursday:10:00:00-13:30:00,Friday:10:00:00-13:30:00,Monday:10:00:00-13:30:00,Tuesday:10:00:00-13:30:00,",(414) 516-1238,"Wednesday:09:00:00-19:00:00,Thursday:09:00:00-19:00:00,Friday:09:00:00-19:00:00,Saturday:09:00:00-18:00:00,Monday:09:00:00-19:00:00,Tuesday:09:00:00-19:00:00,",,,,,,Fresh Grocery,Starbucks,,Drive Up,Store Pickup,10/20/2021,10/24/2021,43.12127950272662,-87.91324787962343,AGGDATA_VERIFIED: ROOFTOP
Target,1895,Store,General Merch,West Milwaukee,1501 Miller Park Way,,West Milwaukee,Wisconsin,WI,53214,Milwaukee County,United States,US,(414) 203-0106,(414) 203-4774,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(414) 203-0107,(414) 203-4780,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,7/21/2004,7/25/2004,43.01524392661231,-87.97020982950927,AGGDATA_VERIFIED: ROOFTOP
Target,223,Store,General Merch,Milwaukee Chase,2950 S Chase Ave,,Milwaukee,Wisconsin,WI,53207,Milwaukee County,United States,US,(414) 483-2000,(414) 203-4741,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(414) 483-1190,(414) 203-4742,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:10:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",(414) 483-1092,"Wednesday:09:00:00-19:00:00,Thursday:09:00:00-19:00:00,Friday:09:00:00-19:00:00,Saturday:10:00:00-20:00:00,Monday:09:00:00-19:00:00,Tuesday:09:00:00-19:00:00,",,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,10/10/1984,10/14/1984,42.99164260830406,-87.90764093399048,AGGDATA_VERIFIED: ROOFTOP
Target,2546,Store,General Merch,Waukesha South,1250 W Sunset Dr,,Waukesha,Wisconsin,WI,53189,Waukesha County,United States,US,(262) 832-1272,(262) 832-1282,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(262) 832-1273,(262) 832-1283,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,7/22/2009,7/26/2009,42.9896036,-88.2598064,AGGDATA_VERIFIED: ROOFTOP
Target,82,Store,General Merch,Waukesha,2401 Kossow Rd,,Waukesha,Wisconsin,WI,53186,Waukesha County,United States,US,(262) 784-8646,(262) 207-1718,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(262) 784-8417,(262) 207-1717,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",(262) 784-7403,"Wednesday:09:00:00-19:00:00,Thursday:09:00:00-19:00:00,Friday:09:00:00-19:00:00,Saturday:09:00:00-18:00:00,Monday:09:00:00-19:00:00,Tuesday:09:00:00-19:00:00,",,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,,Drive Up,Store Pickup,10/31/1979,11/4/1979,43.034233566828114,-88.17689700052146,AGGDATA_VERIFIED: ROOFTOP
Target,2251,Store,General Merch,Pleasant Prairie,9777 76th St,,Pleasant Prairie,Wisconsin,WI,53158,Kenosha County,United States,US,(262) 842-1170,(262) 842-1180,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(262) 842-1171,(262) 842-1181,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:11:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,10/8/2008,10/12/2008,42.56386460818186,-87.92792613439332,AGGDATA_VERIFIED: ROOFTOP
Target,1925,Store,General Merch,Oak Creek,8989 S Howell Ave,,Oak Creek,Wisconsin,WI,53154,Milwaukee County,United States,US,(414) 216-0001,(414) 216-0625,"Wednesday:08:00:00-22:00:00,thursday:08:00:00-22:00:00,friday:08:00:00-22:00:00,saturday:08:00:00-22:00:00,sunday:08:00:00-22:00:00,monday:08:00:00-22:00:00,tuesday:08:00:00-22:00:00,",CVS pharmacy,(414) 216-0002,(414) 216-0626,"Wednesday:09:00:00-13:30:00,Thursday:09:00:00-13:30:00,Friday:09:00:00-13:30:00,Saturday:09:00:00-13:30:00,Sunday:09:00:00-13:30:00,Monday:09:00:00-13:30:00,Tuesday:09:00:00-13:30:00,",,,,,,,"Thursday:11:00:00-19:00:00,Friday:11:00:00-19:00:00,Saturday:11:00:00-19:00:00,Sunday:11:00:00-19:00:00,Monday:11:00:00-19:00:00,",Fresh Grocery,Starbucks,Ulta Beauty at Target,Drive Up,Store Pickup,3/2/2005,3/6/2005,42.88234813576556,-87.91629172861578,AGGDATA_VERIFIED: ROOFTOP
